ID,name,latitude,longitude,mean_checkin_time,review,category
2458,The Original New Orleans Sno-balls & Smoothee,30.002373,-90.058981,20.0,First time here. Very good. I had the wedding cake flavor  with condensed milk. My fiancé had strawberry cheesecake flavor that he enjoyed very much. Very nice people with good customer  service. They were nice to offer a sample of the flavor I was considering purchasing to help with my decision. They also  accept  credit card payments as we did not have cash.,Restaurants
2160,River Bar,29.94851,-90.0629441,20.5,"I came to the River Bar, during a break from a conference in early October 2019, and when I tell you I had a great experience, I really had a great experience!  I had a margarita, and being from California, I am a little bit of a margarita snob.  The drink was tasty and *on hit*, lol!  I wasn't intoxicated, but lets just say I am so grateful the convention center was adjacent to the mall that houses the River Bar, and most importantly, walking distance, if you get my drift lol.  My service, server and drink were excellent and next time I am in New Orleans, come heck or high water, I will definitely stop by to recreate my excellent experience.  In the words of my former governor - ""I'll be back!""",Nightlife
2719,Turtle Bay On Bourbon,29.958253999999997,-90.066304,4.0,"This place is called Spirits on Bourbon now.  It was ""saved"" by Bar Rescue on Spike TV.  They served us the most gross shot ever!  It was an apple pie shot with some sort of icky whipped topping on top.  The drink was good, but the whipped stuff congealed everything and you just about had to chew it to get it down.",Nightlife
1136,Sidecar Nola Patio & Oyster Bar,29.940540000000002,-90.06918399999999,18.0,"Wow. Estuvo bueno. It was hella good. Oysters were on point, we got the dealers special. The chicken and shrimp sandwiches were good as well. If you are here, make sure to get the cheese fries. I did not expect them to be this good. Knocked it out of the park.",Restaurants
2295,Yang's Po-Boys,29.981457000000002,-90.107249,18.0,I've attempted to eat at Yang's several times only to be disappointed that they had closed earlier than their posted hours.  I finally got the opportunity to sample an oyster/shrimp combo prior to Isaac making landfall.  The bread was less appealing than that I've had at many other places and the breading on the shrimp and oyster was a bit less crisp with a hint of mushiness to it.  It was a decent po boy but it wasn't in the same class as my favorite po boys.  The owner was very friendly and the staff was very quick at filling my order.  Overall I'd say this is a decent place to grab a quick po boy but the quality of the preparation is a bit less than some of my other favorite spots.  I will return to sample the roast beef.,Restaurants
697,La Petit Fleur,29.956815999999996,-90.06605479999999,16.0,"I purchased the most unique and cute sterling silver charm for my necklace. It was a mini Bourbon street lamp post with the Bourbon Street sign on it.  It is a souvenir to remember NOLA by and something that I can keep for many years.   This jeweler has some very unique jewelry gold and silver, prices vary but I recommend if your budget permits. The saleman was a great jolly guy and very helpful.",Shopping
2406,Courtyard Grill Restaurant at Bourbon Heat,29.9589054,-90.0655001977,7.5,Terrible food and service . don't waste your money and read the bill. They tried to charge us extra for cheese on nachos! Who does that!???,Restaurants
2007,Krazy Korner,29.9584311,-90.0656443,5.0,"Fun spot! Live cover band is actually GOOD. Classic rock all night long. Bartenders weren't the friendliest, but the shot girls (at least a couple of them) were super sweet and lots of fun. If you're done walking the strip, park it here for some good tunes.",Nightlife
2974,Revelator at American Can,29.9767885699,-90.0934588909,16.0,"Everything I have had from here is delicious: tacos, salad, hand pies, the pastry with cream cheese and guava and the coffee. Good place for a snack or a light meal.",Restaurants
1407,T-Mobile,29.926309999999997,-90.070398,18.5,"Other day I killed my phone so I was forced to replace it.  I've been a T-Mobile customer since 2006 when I moved to Europe.  Rarely do I need a T-Mobile store.  Looked up the closest one to my abode.  Low an behold, there's one by the Wal-Mart on Tchoup.  Wade helped me.  Everything would have gone smoothly if it weren't for my funky addy.  I've ran into this problem before so it wasn't there fault.  Wade and the rest of the crew took it stride and kept smiling.  It's nice to be able to have great customer service when you're forced to do something you don't wanna do and spend money you don't wanna spend.  Alas, it was as quick as it could have been and painless!",Shopping
2419,Windsor Court Hotel,29.94983947,-90.06646797239999,16.0,Had lunch today at their Grill restaurant. Started with a bowl of cold mushy gumbo. From there I was served a salad of hard/raw beets. Ended with a cold steak.  My guest was served raw butternut squash and roast chicken with a long black human hair.  Very disappointing,Restaurants
607,Cajun Seafood,30.038489399999996,-89.9778243,17.0,"If I could give this place zero stars I would! The WORST customer service. They advertise closing at 9pm YET they actually ""close"" the kitchen at 8:30.... scratch that 8:28pm according their internal clock. I called beforehand to let them know that I was I route. I stood in front of the cashier at 8:27 and wasn't acknowledged. They refused to service us. Never experienced this kind of treatment. Bad for business.",Restaurants
950,Bank Architectural Antiques,29.938206899999997,-90.08055340000001,18.0,"An incredible resource with an equally incredibly knowledgeable staff.  They have opinions which is a plus in my book.  They are not there to hold your hand but are still helpful. They have the most wide range and best selection of any architectural salvage I've ever seen...doors being a specialty. They can custom mill anything for you.   Make friends, they can find things for you. Visiting there on a weekly basis was the highlight of our home renovation. Its a mill..wear close toed shoes.",Shopping
3245,poor boys,29.969874,-90.064311,6.0,"OMG I love poor boys!! this place is really cool because it's really diverse. They do djs, punk shows, drag queen / queer shows, comedy shows, burlesque, Pretty much everything that i love :))   They have a Facebook page where they list their events so you might want to check it out before you go in but you can pretty much have the best time with whatever's going on Since they have really good taste when booking their talent which is mostly local but they also have some people from outside of New Orleans doing shows there sometime. this is definitely my place to go to when I want to get wasted and dance my ass off yaaaaay",Nightlife
974,St Charles Tavern,29.9393505,-90.0756895,8.0,"I think this place probably does more business as a bar, than a restaurant. Had breakfast there this morning, & it was very good. Service was quick & helpful.",Restaurants
615,The Catholic Book Store,29.960121,-90.1154219,15.5,"I must admit I haven't been here since they reopened after Katrina.  The bookstore is in the basement (above ground naturally) of a large house just off Carrolton Avenue and across from Notre Dame Seminary.  Unlike the Pauline shop, this store does focus more on books and has fewer gift items.",Shopping
17,Ace Hardware Oak Street,29.949161,-90.132406,20.0,"Oak St Ace combines the hardware knowledge of generations, the occassional gruffness that age and grizzledness can bring, and an inventory that gets the job done with no razzle dazzle.",Shopping
3563,CreAsian,29.954709499999996,-90.07174549999999,18.0,"Terrible counter service. The man taking our order barely spoke English, it took us 15 minutes to order two takeout plates. He didn't understand our questions which resulted in us being overcharged for things we didn't want. He fixed it with no complaint but I had to figure out my own refund so...   The food was terrible. It was just bad. We didn't make it a few blocks without the sauce pouring out of the containers and making a huge mess. We got the general tso's chicken and shrimp fried rice. Just about the entirety of both of our plates went in the garbage. Both the rice and chicken were soggy and tasteless.   There's a much better Chinese restaurant further down Canal. We grabbed some food from there on our way home. Twice as much food, infinitely better taste, about the same price.",Restaurants
1832,Bud's Broiler,29.9833716,-90.1058821,12.0,Make sure you triple check your to go bag before leaving because they can't seem to get it right. Horrible service.,Restaurants
3255,Palm Court Jazz Cafe,29.9607788,-90.0589803,2.0,"We visited New Orleans for the first time in March/2016 with our friends. We tried getting into Preservation Hall but it was booked both times. We found this cafe by luck and thank god we did. It's well lit, clean and the music was great!!! This was exactly the type of ambience we were looking for.",Restaurants
721,Tony Angello's Restaurant,30.005546000000002,-90.11912099999999,1.0,"Simply outstanding, time and again.  It is not fancy but the food is exceptional and the service unsurpassed.  So glad they came back after the storm. If you have not done it, try the ""feed me"". Arrive hungry!!",Restaurants
81,"The Ritz-Carlton Spa, New Orleans",29.9550178,-90.07099050000001,17.0,"We've been here three times and on each visit Djorn has taken excellent care of us. (I may have said ""Better than family"" once.) This was definitely a great break after lots of walking and the new grey robes feel AMAZING. Make sure to check out the saltwater pool and hot tub, too.",Restaurants
2787,T-Mobile,29.942386,-90.09374,0.5,"Thank you Jalen B!!!!!!! Best customer assistance EVA!  Came to return a phone. In taking the return and looking at my account, Jalen B. not only caught several errors resulting in a bill 3xs norm, he explained the issue, corrected the problem, adjusted the bill, and credited $$ the account.  I was going to switch to another carrier out of frustration but not anymore, thanks to him.  Keep him happy T-Mobile!  @TMobile @mbguarisco  #TMOBILE #CityofYes  #Blacklivesmatter",Shopping
2877,Toulouse Royale Gifts,29.9573939,-90.0655002,17.0,"This place had a large number of souvenir t-shirts. We came here because my friend was in need of some kind souvenir. It was organized and the staff here were friendly. Good place to find some souvenir t-shirts because there were a lot in the two areas of the store.  They also had other souvenirs like magnets for example.  There were books, post cards, and pretty much anything you can think of that would be categorized as a souvenir.",Shopping
1194,Johnny's Po-Boys,29.955405100000004,-90.06447659999999,18.0,"Very small place and not the best decorated but the food was good.  I got the alligator po boy and my wife the shrimp.  Both were good.  Downside about this place was that the drink machine was broken when we went so we had to get something from their refrigerator.  Also, seating is limited downstairs.",Restaurants
3049,Little Pnuts Toy Shoppe,30.004689000000003,-90.11122929999999,20.0,"This is my favorite place to buy gifts for kids. There is a great selection of unique learning games, puzzles, and toys for all ages. There are lots of items between $10-25. They will also wrap up the purchase (put it in a bag & add tissue paper) to make it nicely presentable, which is particularly great if you're running late to the party!",Shopping
1031,ILYS Bistro,29.9684451652,-90.05734160540001,12.0,"My fiancé had a craving for a poboy at midnight after doing some drinking on Frenchmen Street. Found this hole in a wall place. Decided to give it a try. We ordered a shrimp poboy. Being from the bayou I have high standards of how seafood should taste. Well first off the poboy was HUGE. The bread was great, the shrimp were cooked perfectly and season perfectly, the bread was lightly mayonnaised so you could enjoy the tasted of the shrimp and our wait wasn't that long. The only thing I didn't like was the building. It is small and shady looking. Overall though, I'm sure we'll be back.",Restaurants
2300,Ruby Slipper Cafe,29.963657,-90.08947979999999,16.0,Never disappointed. The food here is amazing. It does not matter if you are looking for sweet or savory they have great choices for either.,Restaurants
2766,Cocoa & Cream Mobile Foods and Catering,29.9149831,-89.97779090000002,17.0,This has to be the best food truck I have visited all weekend. My wife and I wanted to explore the street food of New Orleans and came upon Cocoa and cream (which was a great choice btw). I ordered the fried grits with Cajun shrimp and sausage and my wife ordered the Godzilla burger. Everything was really amazing and filling.,Restaurants
50,Casa Honduras,30.028332977399998,-89.9928790703,17.0,"The food here is so good! Authentic, always fresh and delicious! I came with a large group and the food came out quick and was so delicious that I'm back again!! Very friendly people!",Restaurants
3005,Key's Fuel Mart,29.968983,-90.029829,17.0,Best gas prices in the city... brand new business so the pumps are on-point. Glad that they're open 24 hours -- Been waiting for this spot to open for a long time; glad it's finally here!!!,Restaurants
2525,Popeyes Louisiana Kitchen,29.921852,-90.016633,15.5,"This was an awful experience! Placing our order was great. We drove to the window and was told to drive up. We did and quickly noticed that there was another car in front of us also ""waiting"" for their food. About 10 minutes went by and we finally received our food however, they forgot my Honey's BBQ sauce and flatware for his mashed potatoes. Never again.",Restaurants
680,Coffee Science,29.9624027643,-90.0897871674,17.0,"Charming and cute coffee shop. Pretty space. The pastries looked delicious. I REALLY wanted to love this place. The owner is a super nice man and I want his business to succeed. I ordered an iced vanilla latte. It was $7 and some change. I was pretty shocked. Unfortunately it was undrinkable. Way too much vanilla syrup. The shot was poured over the ice making the drink watery and the espresso diluted. There are way too many coffee shops in NOLA  that make a better, more moderately priced iced vanilla latte.",Restaurants
